Transaction ID,Date,Customer ID,Gender,Age, State ,Product Category,Quantity,Price per Unit,Total Amount,Month Start,Age Group
285,15-08-2023,CUST285,Female,31, Arunachal Pradesh ,Electronics,1,25,25,Aug 2023,30-44
286,09-10-2023,CUST286,Male,55, Haryana ,Electronics,2,25,50,Oct 2023,45-59
287,20-02-2023,CUST287,Male,54, Assam ,Clothing,4,25,100,Feb 2023,45-59
288,26-01-2023,CUST288,Male,28, Arunachal Pradesh ,Clothing,4,30,120,Jan 2023,Under 30
289,30-11-2023,CUST289,Male,53, West Bengal ,Electronics,2,30,60,Nov 2023,45-59
290,04-10-2023,CUST290,Female,30, Karnataka ,Beauty,2,300,600,Oct 2023,30-44
291,08-01-2023,CUST291,Male,60, Assam ,Clothing,2,300,600,Jan 2023,60+
292,17-02-2023,CUST292,Male,20, Mizoram ,Beauty,4,300,1200,Feb 2023,Under 30
293,02-05-2023,CUST293,Male,50, Haryana ,Electronics,3,30,90,May 2023,45-59
294,27-03-2023,CUST294,Female,23, Himachal Pradesh ,Clothing,3,30,90,Mar 2023,Under 30
295,28-07-2023,CUST295,Female,27, Sikkim ,Beauty,3,300,900,Jul 2023,Under 30
296,06-09-2023,CUST296,Female,22, Meghalaya ,Clothing,4,300,1200,Sep 2023,Under 30
297,04-09-2023,CUST297,Female,40, Gujarat ,Electronics,2,500,1000,Sep 2023,30-44
298,20-04-2023,CUST298,Male,27, Nagaland ,Beauty,4,300,1200,Apr 2023,Under 30
299,25-07-2023,CUST299,Male,61, Chhattisgarh ,Electronics,2,500,1000,Jul 2023,60+
300,31-01-2023,CUST300,Female,19, Telangana ,Electronics,4,50,200,Jan 2023,Under 30
301,26-03-2023,CUST301,Male,30, Odisha ,Clothing,4,30,120,Mar 2023,30-44
302,14-07-2023,CUST302,Male,57, Odisha ,Beauty,2,300,600,Jul 2023,45-59
303,02-01-2023,CUST303,Male,19, Meghalaya ,Electronics,3,30,90,Jan 2023,Under 30
304,19-07-2023,CUST304,Female,37, Haryana ,Electronics,2,30,60,Jul 2023,30-44
305,16-05-2023,CUST305,Female,18, Uttar Pradesh ,Beauty,1,30,30,May 2023,Under 30
306,21-08-2023,CUST306,Male,54, Meghalaya ,Electronics,1,50,50,Aug 2023,45-59
307,27-05-2023,CUST307,Female,26, Uttar Pradesh ,Electronics,2,25,50,May 2023,Under 30
308,05-08-2023,CUST308,Female,34, Maharashtra ,Beauty,4,300,1200,Aug 2023,30-44
309,23-12-2023,CUST309,Female,26, Gujarat ,Beauty,1,25,25,Dec 2023,Under 30
310,12-10-2023,CUST310,Female,28, Bihar ,Beauty,1,25,25,Oct 2023,Under 30
311,05-12-2023,CUST311,Female,32, Bihar ,Beauty,4,25,100,Dec 2023,30-44
312,07-09-2023,CUST312,Male,41, Sikkim ,Clothing,4,30,120,Sep 2023,30-44
313,21-03-2023,CUST313,Female,55, Maharashtra ,Beauty,3,500,1500,Mar 2023,45-59
314,08-04-2023,CUST314,Male,52, Kerala ,Clothing,4,30,120,Apr 2023,45-59
315,01-06-2023,CUST315,Male,47, Maharashtra ,Clothing,2,30,60,Jun 2023,45-59
316,22-04-2023,CUST316,Female,48, Maharashtra ,Clothing,2,25,50,Apr 2023,45-59
317,30-01-2023,CUST317,Male,22, Manipur ,Electronics,3,30,90,Jan 2023,Under 30
318,24-10-2023,CUST318,Male,61, West Bengal ,Clothing,1,25,25,Oct 2023,60+
319,05-10-2023,CUST319,Male,31, Telangana ,Clothing,1,500,500,Oct 2023,30-44
320,01-02-2023,CUST320,Female,28, Arunachal Pradesh ,Electronics,4,300,1200,Feb 2023,Under 30
321,10-06-2023,CUST321,Female,26, Sikkim ,Electronics,2,25,50,Jun 2023,Under 30
322,30-01-2023,CUST322,Male,51, Rajasthan ,Electronics,1,500,500,Jan 2023,45-59
323,26-01-2023,CUST323,Female,29, Rajasthan ,Beauty,3,300,900,Jan 2023,Under 30
324,27-10-2023,CUST324,Female,52, Bihar ,Electronics,3,50,150,Oct 2023,45-59
325,02-09-2023,CUST325,Female,52, Arunachal Pradesh ,Electronics,2,25,50,Sep 2023,45-59
326,15-09-2023,CUST326,Female,18, Madhya Pradesh ,Clothing,3,25,75,Sep 2023,Under 30
327,29-09-2023,CUST327,Male,57, Telangana ,Electronics,3,50,150,Sep 2023,45-59
328,22-03-2023,CUST328,Male,39, Karnataka ,Beauty,2,50,100,Mar 2023,30-44
329,30-01-2023,CUST329,Female,46, Uttar Pradesh ,Electronics,4,25,100,Jan 2023,45-59
330,18-09-2023,CUST330,Female,25, West Bengal ,Beauty,4,50,200,Sep 2023,Under 30
331,11-02-2023,CUST331,Male,28, Bihar ,Electronics,3,30,90,Feb 2023,Under 30
332,06-04-2023,CUST332,Male,58, Haryana ,Electronics,4,300,1200,Apr 2023,45-59
333,05-02-2023,CUST333,Female,54, Gujarat ,Electronics,4,300,1200,Feb 2023,45-59
334,01-11-2023,CUST334,Male,31, Gujarat ,Electronics,3,300,900,Nov 2023,30-44
335,04-02-2023,CUST335,Female,47, Nagaland ,Beauty,4,30,120,Feb 2023,45-59
336,12-12-2023,CUST336,Female,52, Manipur ,Beauty,3,50,150,Dec 2023,45-59
337,01-05-2023,CUST337,Male,38, Chhattisgarh ,Clothing,1,500,500,May 2023,30-44
338,26-07-2023,CUST338,Male,54, Maharashtra ,Beauty,2,50,100,Jul 2023,45-59
339,03-03-2023,CUST339,Female,22, Goa ,Electronics,2,25,50,Mar 2023,Under 30
340,19-10-2023,CUST340,Female,36, Himachal Pradesh ,Clothing,4,300,1200,Oct 2023,30-44
341,07-05-2023,CUST341,Male,31, Manipur ,Clothing,4,50,200,May 2023,30-44
342,24-10-2023,CUST342,Female,43, Haryana ,Clothing,4,500,2000,Oct 2023,30-44
343,01-11-2023,CUST343,Male,21, West Bengal ,Electronics,2,25,50,Nov 2023,Under 30
344,21-01-2023,CUST344,Female,42, Assam ,Beauty,1,30,30,Jan 2023,30-44
345,14-11-2023,CUST345,Male,62, Manipur ,Electronics,1,30,30,Nov 2023,60+
346,11-02-2023,CUST346,Male,59, Uttar Pradesh ,Clothing,2,500,1000,Feb 2023,45-59
347,03-08-2023,CUST347,Male,42, West Bengal ,Electronics,1,25,25,Aug 2023,30-44
348,03-12-2023,CUST348,Female,35, West Bengal ,Electronics,2,300,600,Dec 2023,30-44
349,26-10-2023,CUST349,Female,57, Nagaland ,Beauty,1,50,50,Oct 2023,45-59
350,17-10-2023,CUST350,Male,25, Bihar ,Beauty,3,25,75,Oct 2023,Under 30
351,25-09-2023,CUST351,Female,56, Arunachal Pradesh ,Clothing,3,30,90,Sep 2023,45-59
352,11-06-2023,CUST352,Male,57, Rajasthan ,Electronics,2,500,1000,Jun 2023,45-59
353,14-05-2023,CUST353,Male,31, Nagaland ,Electronics,1,500,500,May 2023,30-44
354,15-04-2023,CUST354,Female,49, Uttarakhand ,Beauty,4,50,200,Apr 2023,45-59
355,09-12-2023,CUST355,Female,55, Andhra Pradesh ,Electronics,1,500,500,Dec 2023,45-59
356,10-06-2023,CUST356,Male,50, Assam ,Electronics,3,500,1500,Jun 2023,45-59
357,03-05-2023,CUST357,Female,40, Tripura ,Electronics,3,25,75,May 2023,30-44
358,16-05-2023,CUST358,Female,32, West Bengal ,Beauty,1,300,300,May 2023,30-44
359,22-07-2023,CUST359,Male,50, Haryana ,Clothing,1,50,50,Jul 2023,45-59
360,09-03-2023,CUST360,Male,42, Goa ,Clothing,4,25,100,Mar 2023,30-44
361,10-12-2023,CUST361,Female,34, Maharashtra ,Electronics,4,300,1200,Dec 2023,30-44
362,27-11-2023,CUST362,Male,50, Meghalaya ,Clothing,1,25,25,Nov 2023,45-59
363,03-06-2023,CUST363,Male,64, Meghalaya ,Beauty,1,25,25,Jun 2023,60+
364,23-08-2023,CUST364,Female,19, Gujarat ,Beauty,1,500,500,Aug 2023,Under 30
365,11-06-2023,CUST365,Male,31, West Bengal ,Clothing,1,300,300,Jun 2023,30-44
366,07-02-2023,CUST366,Male,57, Madhya Pradesh ,Clothing,2,50,100,Feb 2023,45-59
367,05-01-2023,CUST367,Female,57, Arunachal Pradesh ,Electronics,1,50,50,Jan 2023,45-59
368,23-08-2023,CUST368,Female,56, Goa ,Clothing,4,300,1200,Aug 2023,45-59
369,15-11-2023,CUST369,Male,23, Madhya Pradesh ,Electronics,3,500,1500,Nov 2023,Under 30
370,16-10-2023,CUST370,Male,23, Andhra Pradesh ,Electronics,2,30,60,Oct 2023,Under 30
371,21-02-2023,CUST371,Female,20, Madhya Pradesh ,Beauty,1,25,25,Feb 2023,Under 30
372,07-02-2023,CUST372,Female,24, Himachal Pradesh ,Beauty,3,500,1500,Feb 2023,Under 30
373,03-10-2023,CUST373,Female,25, Uttar Pradesh ,Beauty,2,300,600,Oct 2023,Under 30
374,20-04-2023,CUST374,Female,59, Uttar Pradesh ,Beauty,3,25,75,Apr 2023,45-59
375,17-09-2023,CUST375,Male,32, Manipur ,Clothing,1,50,50,Sep 2023,30-44
376,16-05-2023,CUST376,Female,64, Jharkhand ,Beauty,1,30,30,May 2023,60+
377,09-03-2023,CUST377,Female,46, Maharashtra ,Clothing,4,50,200,Mar 2023,45-59
378,28-06-2023,CUST378,Male,50, Tamil Nadu ,Beauty,1,300,300,Jun 2023,45-59
379,05-02-2023,CUST379,Female,47, Telangana ,Clothing,1,25,25,Feb 2023,45-59
380,06-05-2023,CUST380,Male,56, Uttar Pradesh ,Electronics,2,300,600,May 2023,45-59
381,09-07-2023,CUST381,Female,44, Nagaland ,Clothing,4,25,100,Jul 2023,30-44
382,26-05-2023,CUST382,Female,53, Sikkim ,Clothing,2,500,1000,May 2023,45-59
383,22-03-2023,CUST383,Female,46, Tamil Nadu ,Beauty,3,30,90,Mar 2023,45-59
384,13-08-2023,CUST384,Male,55, Meghalaya ,Clothing,1,500,500,Aug 2023,45-59
385,06-10-2023,CUST385,Male,50, Chhattisgarh ,Electronics,3,500,1500,Oct 2023,45-59
386,27-12-2023,CUST386,Female,54, Gujarat ,Electronics,2,300,600,Dec 2023,45-59
387,04-06-2023,CUST387,Male,44, Jharkhand ,Beauty,1,30,30,Jun 2023,30-44
388,10-11-2023,CUST388,Male,50, Gujarat ,Electronics,1,25,25,Nov 2023,45-59
389,01-12-2023,CUST389,Male,21, Arunachal Pradesh ,Clothing,2,25,50,Dec 2023,Under 30
390,28-09-2023,CUST390,Male,39, Odisha ,Electronics,2,50,100,Sep 2023,30-44
391,05-01-2023,CUST391,Male,19, Telangana ,Beauty,2,25,50,Jan 2023,Under 30
392,08-12-2023,CUST392,Male,27, Nagaland ,Clothing,2,300,600,Dec 2023,Under 30
393,11-10-2023,CUST393,Female,22, Arunachal Pradesh ,Beauty,2,500,1000,Oct 2023,Under 30
394,03-06-2023,CUST394,Female,27, Telangana ,Clothing,1,500,500,Jun 2023,Under 30
395,06-12-2023,CUST395,Male,50, Karnataka ,Electronics,2,500,1000,Dec 2023,45-59
396,23-02-2023,CUST396,Female,55, Arunachal Pradesh ,Beauty,1,30,30,Feb 2023,45-59
397,10-03-2023,CUST397,Female,30, Arunachal Pradesh ,Beauty,1,25,25,Mar 2023,30-44
398,16-05-2023,CUST398,Female,48, Odisha ,Clothing,2,300,600,May 2023,45-59
399,01-03-2023,CUST399,Female,64, Meghalaya ,Beauty,2,30,60,Mar 2023,60+
400,24-02-2023,CUST400,Male,53, Mizoram ,Clothing,4,50,200,Feb 2023,45-59
401,11-10-2023,CUST401,Female,62, West Bengal ,Clothing,1,300,300,Oct 2023,60+
402,21-03-2023,CUST402,Female,41, Mizoram ,Clothing,2,300,600,Mar 2023,30-44
403,20-05-2023,CUST403,Male,32, Goa ,Clothing,2,300,600,May 2023,30-44
404,25-05-2023,CUST404,Male,46, Arunachal Pradesh ,Electronics,2,500,1000,May 2023,45-59
405,06-11-2023,CUST405,Female,25, Mizoram ,Clothing,4,300,1200,Nov 2023,Under 30
406,18-04-2023,CUST406,Female,22, Assam ,Beauty,4,25,100,Apr 2023,Under 30
407,25-06-2023,CUST407,Female,46, West Bengal ,Electronics,3,300,900,Jun 2023,45-59
408,15-04-2023,CUST408,Female,64, Goa ,Beauty,1,500,500,Apr 2023,60+
409,18-12-2023,CUST409,Female,21, Assam ,Electronics,3,300,900,Dec 2023,Under 30
410,21-11-2023,CUST410,Female,29, Punjab ,Clothing,2,50,100,Nov 2023,Under 30
411,16-05-2023,CUST411,Male,62, Assam ,Electronics,4,50,200,May 2023,60+
412,16-09-2023,CUST412,Female,19, Sikkim ,Electronics,4,500,2000,Sep 2023,Under 30
413,08-09-2023,CUST413,Female,44, West Bengal ,Beauty,3,25,75,Sep 2023,30-44
414,09-05-2023,CUST414,Male,48, Haryana ,Beauty,4,25,100,May 2023,45-59
415,27-01-2023,CUST415,Male,53, Madhya Pradesh ,Clothing,2,30,60,Jan 2023,45-59
416,17-02-2023,CUST416,Male,53, Bihar ,Electronics,4,500,2000,Feb 2023,45-59
417,21-11-2023,CUST417,Male,43, Odisha ,Electronics,3,300,900,Nov 2023,30-44
418,05-08-2023,CUST418,Female,60, Haryana ,Electronics,2,500,1000,Aug 2023,60+
419,22-05-2023,CUST419,Female,44, Odisha ,Clothing,3,30,90,May 2023,30-44
420,23-01-2023,CUST420,Female,22, Punjab ,Clothing,4,500,2000,Jan 2023,Under 30
421,02-01-2023,CUST421,Female,37, Arunachal Pradesh ,Clothing,3,500,1500,Jan 2023,30-44
422,20-06-2023,CUST422,Female,28, Punjab ,Clothing,3,30,90,Jun 2023,Under 30
423,08-03-2023,CUST423,Female,27, Assam ,Clothing,1,25,25,Mar 2023,Under 30
424,23-11-2023,CUST424,Male,57, Maharashtra ,Beauty,4,300,1200,Nov 2023,45-59
425,15-05-2023,CUST425,Female,55, Sikkim ,Electronics,4,30,120,May 2023,45-59
426,24-03-2023,CUST426,Male,23, Odisha ,Electronics,3,50,150,Mar 2023,Under 30
427,15-08-2023,CUST427,Male,25, Odisha ,Electronics,1,25,25,Aug 2023,Under 30
428,10-10-2023,CUST428,Female,40, Mizoram ,Electronics,4,50,200,Oct 2023,30-44
429,28-12-2023,CUST429,Male,64, Karnataka ,Electronics,2,25,50,Dec 2023,60+
430,07-08-2023,CUST430,Female,43, Himachal Pradesh ,Electronics,3,300,900,Aug 2023,30-44
431,15-10-2023,CUST431,Male,63, Gujarat ,Electronics,4,300,1200,Oct 2023,60+
432,05-01-2023,CUST432,Female,60, Sikkim ,Electronics,2,500,1000,Jan 2023,60+
433,27-02-2023,CUST433,Male,29, Tamil Nadu ,Beauty,4,50,200,Feb 2023,Under 30
434,08-02-2023,CUST434,Female,43, Karnataka ,Electronics,2,25,50,Feb 2023,30-44
435,20-12-2023,CUST435,Female,30, Haryana ,Beauty,3,300,900,Dec 2023,30-44
436,18-03-2023,CUST436,Female,57, Himachal Pradesh ,Clothing,4,30,120,Mar 2023,45-59
437,07-10-2023,CUST437,Female,35, Madhya Pradesh ,Electronics,4,300,1200,Oct 2023,30-44
438,19-01-2023,CUST438,Female,42, Chhattisgarh ,Clothing,1,30,30,Jan 2023,30-44
439,09-07-2023,CUST439,Male,50, Sikkim ,Clothing,3,25,75,Jul 2023,45-59
440,26-10-2023,CUST440,Male,64, Rajasthan ,Clothing,2,300,600,Oct 2023,60+
441,10-10-2023,CUST441,Male,57, Jharkhand ,Beauty,4,300,1200,Oct 2023,45-59
442,17-03-2023,CUST442,Female,60, Manipur ,Clothing,4,25,100,Mar 2023,60+
443,09-08-2023,CUST443,Male,29, Karnataka ,Clothing,2,300,600,Aug 2023,Under 30
444,07-03-2023,CUST444,Female,61, Tripura ,Clothing,3,30,90,Mar 2023,60+
445,22-01-2023,CUST445,Female,53, Assam ,Electronics,1,300,300,Jan 2023,45-59
446,07-06-2023,CUST446,Male,21, Andhra Pradesh ,Electronics,1,50,50,Jun 2023,Under 30
447,06-07-2023,CUST447,Male,22, Manipur ,Beauty,4,500,2000,Jul 2023,Under 30
448,21-01-2023,CUST448,Female,54, Punjab ,Beauty,2,30,60,Jan 2023,45-59
449,03-07-2023,CUST449,Male,25, Odisha ,Electronics,4,50,200,Jul 2023,Under 30
450,18-04-2023,CUST450,Female,59, Bihar ,Beauty,2,25,50,Apr 2023,45-59
451,16-12-2023,CUST451,Female,45, Assam ,Electronics,1,30,30,Dec 2023,45-59
452,08-05-2023,CUST452,Female,48, Nagaland ,Clothing,3,500,1500,May 2023,45-59
453,08-12-2023,CUST453,Female,26, Gujarat ,Clothing,2,500,1000,Dec 2023,Under 30
454,22-02-2023,CUST454,Female,46, Mizoram ,Beauty,1,25,25,Feb 2023,45-59
455,01-07-2023,CUST455,Male,31, Himachal Pradesh ,Electronics,4,25,100,Jul 2023,30-44
456,14-10-2023,CUST456,Male,57, Chhattisgarh ,Electronics,2,30,60,Oct 2023,45-59
457,28-07-2023,CUST457,Female,58, Kerala ,Beauty,3,300,900,Jul 2023,45-59
458,14-11-2023,CUST458,Female,39, Assam ,Electronics,4,25,100,Nov 2023,30-44
459,21-03-2023,CUST459,Male,28, Haryana ,Clothing,4,300,1200,Mar 2023,Under 30
460,02-05-2023,CUST460,Male,40, Kerala ,Beauty,1,50,50,May 2023,30-44
461,25-03-2023,CUST461,Female,18, Jharkhand ,Beauty,2,500,1000,Mar 2023,Under 30
462,01-04-2023,CUST462,Male,63, Goa ,Electronics,4,300,1200,Apr 2023,60+
463,31-07-2023,CUST463,Female,54, Manipur ,Beauty,3,500,1500,Jul 2023,45-59
464,13-01-2023,CUST464,Male,38, Uttarakhand ,Electronics,2,300,600,Jan 2023,30-44
465,02-04-2023,CUST465,Female,43, Nagaland ,Electronics,3,50,150,Apr 2023,30-44
466,20-06-2023,CUST466,Male,63, Tamil Nadu ,Electronics,4,25,100,Jun 2023,60+
467,30-07-2023,CUST467,Female,53, Jharkhand ,Electronics,3,50,150,Jul 2023,45-59
468,09-12-2023,CUST468,Male,40, Punjab ,Electronics,1,25,25,Dec 2023,30-44
469,08-05-2023,CUST469,Male,18, Uttar Pradesh ,Beauty,3,25,75,May 2023,Under 30
470,17-05-2023,CUST470,Female,57, Rajasthan ,Clothing,2,500,1000,May 2023,45-59
471,23-03-2023,CUST471,Male,32, Mizoram ,Clothing,3,50,150,Mar 2023,30-44
472,26-12-2023,CUST472,Female,38, Andhra Pradesh ,Beauty,3,300,900,Dec 2023,30-44
473,25-02-2023,CUST473,Male,64, Sikkim ,Beauty,1,50,50,Feb 2023,60+
474,15-07-2023,CUST474,Female,26, Uttarakhand ,Clothing,3,500,1500,Jul 2023,Under 30
475,20-01-2023,CUST475,Male,26, Nagaland ,Clothing,3,25,75,Jan 2023,Under 30
476,29-08-2023,CUST476,Female,27, Jharkhand ,Clothing,4,500,2000,Aug 2023,Under 30
477,24-04-2023,CUST477,Male,43, Sikkim ,Clothing,4,30,120,Apr 2023,30-44
478,13-04-2023,CUST478,Female,58, Bihar ,Clothing,2,30,60,Apr 2023,45-59
479,24-08-2023,CUST479,Male,52, Chhattisgarh ,Electronics,4,300,1200,Aug 2023,45-59
480,29-06-2023,CUST480,Female,42, Himachal Pradesh ,Beauty,4,500,2000,Jun 2023,30-44
481,06-06-2023,CUST481,Female,43, Bihar ,Electronics,4,300,1200,Jun 2023,30-44
482,27-04-2023,CUST482,Female,28, Bihar ,Clothing,4,300,1200,Apr 2023,Under 30
483,25-04-2023,CUST483,Male,55, Telangana ,Clothing,1,30,30,Apr 2023,45-59
484,13-01-2023,CUST484,Female,19, Nagaland ,Clothing,4,300,1200,Jan 2023,Under 30
485,04-12-2023,CUST485,Male,24, Chhattisgarh ,Electronics,1,30,30,Dec 2023,Under 30
486,09-04-2023,CUST486,Female,35, Himachal Pradesh ,Electronics,1,25,25,Apr 2023,30-44
487,24-07-2023,CUST487,Male,44, Jharkhand ,Clothing,4,500,2000,Jul 2023,30-44
488,18-06-2023,CUST488,Female,51, Punjab ,Electronics,3,300,900,Jun 2023,45-59
489,23-05-2023,CUST489,Male,44, Gujarat ,Electronics,1,30,30,May 2023,30-44
490,05-02-2023,CUST490,Male,34, Tamil Nadu ,Clothing,3,50,150,Feb 2023,30-44
491,23-05-2023,CUST491,Female,60, Karnataka ,Electronics,3,300,900,May 2023,60+
492,29-06-2023,CUST492,Male,61, Gujarat ,Beauty,4,25,100,Jun 2023,60+
493,25-11-2023,CUST493,Male,41, Sikkim ,Beauty,2,25,50,Nov 2023,30-44
494,18-09-2023,CUST494,Female,42, Rajasthan ,Beauty,4,50,200,Sep 2023,30-44
495,24-07-2023,CUST495,Male,24, West Bengal ,Beauty,2,30,60,Jul 2023,Under 30
496,14-12-2023,CUST496,Male,23, Himachal Pradesh ,Clothing,2,300,600,Dec 2023,Under 30
497,02-10-2023,CUST497,Male,41, Mizoram ,Clothing,4,30,120,Oct 2023,30-44
498,19-06-2023,CUST498,Female,50, Meghalaya ,Clothing,4,25,100,Jun 2023,45-59
499,15-01-2023,CUST499,Male,46, Himachal Pradesh ,Beauty,2,30,60,Jan 2023,45-59
500,01-03-2023,CUST500,Female,60, West Bengal ,Beauty,4,25,100,Mar 2023,60+
501,14-05-2023,CUST501,Male,39, Arunachal Pradesh ,Electronics,2,30,60,May 2023,30-44
502,02-04-2023,CUST502,Male,43, Assam ,Electronics,3,50,150,Apr 2023,30-44
503,25-10-2023,CUST503,Male,45, Rajasthan ,Beauty,4,500,2000,Oct 2023,45-59
504,16-05-2023,CUST504,Female,38, Maharashtra ,Beauty,3,50,150,May 2023,30-44
505,20-01-2023,CUST505,Male,24, Uttarakhand ,Beauty,1,50,50,Jan 2023,Under 30
506,25-02-2023,CUST506,Male,34, Himachal Pradesh ,Beauty,3,500,1500,Feb 2023,30-44
507,02-11-2023,CUST507,Female,37, Arunachal Pradesh ,Electronics,3,500,1500,Nov 2023,30-44
508,11-08-2023,CUST508,Male,58, Andhra Pradesh ,Beauty,2,300,600,Aug 2023,45-59
509,26-06-2023,CUST509,Female,37, Karnataka ,Electronics,3,300,900,Jun 2023,30-44
510,10-06-2023,CUST510,Female,39, Tripura ,Beauty,4,50,200,Jun 2023,30-44
511,12-08-2023,CUST511,Male,45, Chhattisgarh ,Beauty,2,50,100,Aug 2023,45-59
512,07-11-2023,CUST512,Female,57, Rajasthan ,Beauty,1,25,25,Nov 2023,45-59
513,19-09-2023,CUST513,Male,24, Himachal Pradesh ,Electronics,4,25,100,Sep 2023,Under 30
514,01-03-2023,CUST514,Female,18, Goa ,Electronics,1,300,300,Mar 2023,Under 30
515,17-07-2023,CUST515,Female,49, Telangana ,Clothing,3,300,900,Jul 2023,45-59
516,23-10-2023,CUST516,Male,30, Manipur ,Beauty,4,25,100,Oct 2023,30-44
517,08-04-2023,CUST517,Female,47, Nagaland ,Clothing,4,25,100,Apr 2023,45-59
518,11-05-2023,CUST518,Female,40, Tamil Nadu ,Clothing,1,30,30,May 2023,30-44
519,23-01-2023,CUST519,Female,36, Maharashtra ,Electronics,4,30,120,Jan 2023,30-44
520,29-12-2023,CUST520,Female,49, Nagaland ,Electronics,4,25,100,Dec 2023,45-59
521,12-08-2023,CUST521,Female,47, Andhra Pradesh ,Clothing,4,30,120,Aug 2023,45-59
522,01-01-2023,CUST522,Male,46, Bihar ,Beauty,3,500,1500,Jan 2023,45-59
523,24-09-2023,CUST523,Female,62, Assam ,Electronics,1,300,300,Sep 2023,60+
524,03-10-2023,CUST524,Male,46, Tamil Nadu ,Beauty,4,300,1200,Oct 2023,45-59
525,18-12-2023,CUST525,Female,47, Chhattisgarh ,Beauty,2,25,50,Dec 2023,45-59
526,10-12-2023,CUST526,Male,33, Nagaland ,Clothing,2,50,100,Dec 2023,30-44
527,11-04-2023,CUST527,Male,57, Arunachal Pradesh ,Clothing,2,25,50,Apr 2023,45-59
528,06-07-2023,CUST528,Female,36, Uttarakhand ,Clothing,2,30,60,Jul 2023,30-44
529,09-08-2023,CUST529,Female,35, Kerala ,Clothing,3,50,150,Aug 2023,30-44
530,05-02-2023,CUST530,Female,18, Odisha ,Electronics,4,30,120,Feb 2023,Under 30
531,07-12-2023,CUST531,Male,31, Nagaland ,Electronics,1,500,500,Dec 2023,30-44
532,19-06-2023,CUST532,Female,64, Chhattisgarh ,Clothing,4,30,120,Jun 2023,60+
533,16-11-2023,CUST533,Male,19, Maharashtra ,Electronics,3,500,1500,Nov 2023,Under 30
534,10-06-2023,CUST534,Male,45, Chhattisgarh ,Clothing,2,500,1000,Jun 2023,45-59
535,06-12-2023,CUST535,Male,47, Arunachal Pradesh ,Beauty,3,30,90,Dec 2023,45-59
536,05-03-2023,CUST536,Female,55, Jharkhand ,Beauty,4,30,120,Mar 2023,45-59
537,03-06-2023,CUST537,Female,21, Kerala ,Beauty,1,500,500,Jun 2023,Under 30
538,17-09-2023,CUST538,Male,18, Uttar Pradesh ,Clothing,3,50,150,Sep 2023,Under 30
539,08-06-2023,CUST539,Male,25, West Bengal ,Beauty,1,500,500,Jun 2023,Under 30
540,08-12-2023,CUST540,Female,46, Arunachal Pradesh ,Electronics,3,300,900,Dec 2023,45-59
541,29-07-2023,CUST541,Male,56, Kerala ,Beauty,1,500,500,Jul 2023,45-59
542,17-06-2023,CUST542,Female,20, Gujarat ,Beauty,1,50,50,Jun 2023,Under 30
543,26-07-2023,CUST543,Male,49, Sikkim ,Beauty,2,300,600,Jul 2023,45-59
544,23-12-2023,CUST544,Female,27, Haryana ,Electronics,1,25,25,Dec 2023,Under 30
545,01-06-2023,CUST545,Male,27, Sikkim ,Clothing,2,25,50,Jun 2023,Under 30
546,11-10-2023,CUST546,Female,36, Bihar ,Electronics,4,50,200,Oct 2023,30-44
547,07-03-2023,CUST547,Male,63, Kerala ,Clothing,4,500,2000,Mar 2023,60+
548,09-04-2023,CUST548,Female,51, Tripura ,Clothing,2,30,60,Apr 2023,45-59
549,04-08-2023,CUST549,Female,50, Nagaland ,Beauty,2,50,100,Aug 2023,45-59
550,07-12-2023,CUST550,Male,40, West Bengal ,Clothing,3,300,900,Dec 2023,30-44
551,14-07-2023,CUST551,Male,45, Maharashtra ,Electronics,3,300,900,Jul 2023,45-59
552,13-12-2023,CUST552,Female,49, Punjab ,Electronics,3,25,75,Dec 2023,45-59
553,31-03-2023,CUST553,Male,24, Telangana ,Clothing,4,300,1200,Mar 2023,Under 30
554,12-11-2023,CUST554,Female,46, Chhattisgarh ,Beauty,3,50,150,Nov 2023,45-59
555,19-10-2023,CUST555,Male,25, Haryana ,Beauty,1,300,300,Oct 2023,Under 30
556,04-06-2023,CUST556,Female,18, West Bengal ,Electronics,1,50,50,Jun 2023,Under 30
557,27-07-2023,CUST557,Female,20, Goa ,Beauty,3,30,90,Jul 2023,Under 30
558,08-10-2023,CUST558,Female,41, Uttar Pradesh ,Clothing,1,25,25,Oct 2023,30-44
559,01-01-2023,CUST559,Female,40, Uttar Pradesh ,Clothing,4,300,1200,Jan 2023,30-44
560,05-06-2023,CUST560,Female,25, Goa ,Electronics,1,50,50,Jun 2023,Under 30
561,27-05-2023,CUST561,Female,64, Maharashtra ,Clothing,4,500,2000,May 2023,60+
562,18-04-2023,CUST562,Male,54, Andhra Pradesh ,Electronics,2,25,50,Apr 2023,45-59
563,09-08-2023,CUST563,Male,20, Goa ,Clothing,2,30,60,Aug 2023,Under 30
564,24-10-2023,CUST564,Male,50, Telangana ,Electronics,2,50,100,Oct 2023,45-59
565,07-11-2023,CUST565,Female,45, Karnataka ,Beauty,2,30,60,Nov 2023,45-59
566,02-12-2023,CUST566,Female,64, Uttar Pradesh ,Clothing,1,30,30,Dec 2023,60+
567,14-06-2023,CUST567,Female,25, Maharashtra ,Clothing,3,300,900,Jun 2023,Under 30
568,27-08-2023,CUST568,Female,51, Uttar Pradesh ,Electronics,1,300,300,Aug 2023,45-59
